listing_id,city,neighbourhood,room_type,price,latitude,longitude
29323347,Paris,Menilmontant,Entire place,50,48.86632,2.38601
31605008,Paris,Luxembourg,Entire place,90,48.84961,2.33384
34645689,Paris,Batignolles-Monceau,Entire place,59,48.88681,2.31067
36545844,Paris,Luxembourg,Entire place,30,48.84946,2.34048
4185632,Paris,Popincourt,Entire place,55,48.86014,2.37282
5736180,Paris,Enclos-St-Laurent,Entire place,70,48.87206,2.3605
8422385,Paris,Vaugirard,Entire place,81,48.84028,2.31501
9495164,Paris,Palais-Bourbon,Entire place,75,48.85736,2.30463
12333423,Paris,Popincourt,Entire place,65,48.85415,2.38744
14084920,Paris,Reuilly,Entire place,85,48.8428,2.43214
15460477,Paris,Vaugirard,Entire place,100,48.84947,2.29222
15923431,Paris,Reuilly,Entire place,63,48.83682,2.4065
23917478,Paris,Vaugirard,Entire place,80,48.83961,2.28572
29951698,Paris,Elysee,Entire place,90,48.88081,2.32353
30457478,Paris,Opera,Entire place,170,48.88264,2.33089
31299888,Paris,Observatoire,Entire place,110,48.82272,2.33009
32118707,Paris,Gobelins,Entire place,65,48.82858,2.3697
33929636,Paris,Popincourt,Entire place,149,48.85128,2.37953
39550009,Paris,Passy,Entire place,150,48.83718,2.25411
13510126,Paris,Popincourt,Entire place,45,48.85353,2.39433
24848979,Paris,Elysee,Entire place,75,48.88224,2.32498
39018070,Paris,Opera,Entire place,40,48.88315,2.34616
43195663,Paris,Enclos-St-Laurent,Entire place,40,48.87176,2.3481
15447351,Paris,Vaugirard,Entire place,180,48.84926,2.29952
31203076,Paris,Popincourt,Entire place,67,48.8487,2.39662
42000635,Paris,Popincourt,Entire place,42,48.85384,2.39599
44143610,Paris,Gobelins,Entire place,211,48.83333,2.35189
44277129,Paris,Passy,Entire place,78,48.86559,2.28872
10177415,Paris,Elysee,Entire place,110,48.87414,2.29966
16053210,Paris,Opera,Entire place,250,48.87643,2.3406
23224453,Paris,Vaugirard,Entire place,38,48.84333,2.31949
23246080,Paris,Opera,Entire place,198,48.87198,2.33822
25312836,Paris,Elysee,Entire place,75,48.88284,2.32457
29114791,Paris,Luxembourg,Entire place,185,48.85088,2.33525
29279624,Paris,Enclos-St-Laurent,Entire place,100,48.87187,2.35658
34307664,Paris,Palais-Bourbon,Entire place,358,48.8584,2.30746
36055872,Paris,Hotel-de-Ville,Entire place,95,48.85855,2.35881
42126247,Paris,Popincourt,Entire place,75,48.85225,2.37388
21948002,Paris,Luxembourg,Entire place,240,48.84683,2.32416
27952255,Paris,Vaugirard,Entire place,81,48.84948,2.29373
1575999,Paris,Luxembourg,Entire place,707,48.84792,2.33302
3409625,Paris,Buttes-Montmartre,Entire place,60,48.8848,2.3382
9399890,Paris,Menilmontant,Entire place,50,48.87244,2.38118
9659139,Paris,Enclos-St-Laurent,Entire place,50,48.88014,2.36529
18411221,Paris,Buttes-Montmartre,Entire place,109,48.88706,2.33919
21847310,Paris,Luxembourg,Entire place,130,48.85707,2.33583
26662903,Paris,Observatoire,Entire place,56,48.83349,2.32507
33095301,Paris,Popincourt,Entire place,49,48.85642,2.37819
40028159,Paris,Bourse,Entire place,85,48.86752,2.34755
26443906,Paris,Popincourt,Entire place,300,48.85567,2.38172
33440205,Paris,Reuilly,Entire place,180,48.84394,2.38191
37618657,Paris,Opera,Entire place,300,48.88049,2.34881
42379406,Paris,Elysee,Entire place,350,48.86833,2.30384
44060225,Paris,Enclos-St-Laurent,Entire place,116,48.87629,2.3557
45097854,Paris,Popincourt,Entire place,139,48.855,2.38877
45148614,Paris,Hotel-de-Ville,Entire place,450,48.85549,2.35534
45859028,Paris,Enclos-St-Laurent,Entire place,232,48.87023,2.36123
47307307,Paris,Pantheon,Entire place,150,48.83876,2.35081
5162291,Paris,Batignolles-Monceau,Entire place,111,48.88165,2.30467
19481016,Paris,Buttes-Chaumont,Entire place,40,48.8881,2.38766
25852387,Paris,Gobelins,Entire place,35,48.82148,2.35229
30780959,Paris,Batignolles-Monceau,Entire place,50,48.88397,2.31703
30883264,Paris,Opera,Entire place,57,48.87136,2.34632
32609010,Paris,Buttes-Montmartre,Entire place,48,48.88947,2.34809
37852796,Paris,Vaugirard,Entire place,79,48.8334,2.29284
38831227,Paris,Menilmontant,Entire place,45,48.85635,2.39524
38991037,Paris,Reuilly,Entire place,59,48.84928,2.3888
39545281,Paris,Luxembourg,Entire place,45,48.84994,2.33108
41545001,Paris,Batignolles-Monceau,Entire place,64,48.88297,2.31652
42483574,Paris,Batignolles-Monceau,Entire place,80,48.88013,2.30491
44010160,Paris,Pantheon,Entire place,62,48.85233,2.34389
44531084,Paris,Enclos-St-Laurent,Entire place,50,48.87093,2.35292
45648031,Paris,Temple,Entire place,55,48.86559,2.35586
46622841,Paris,Popincourt,Entire place,45,48.86521,2.37068
46686664,Paris,Elysee,Entire place,65,48.87941,2.31911
35120491,Paris,Observatoire,Entire place,180,48.83791,2.319
35396066,Paris,Vaugirard,Entire place,228,48.84732,2.30653
40196545,Paris,Popincourt,Entire place,105,48.85309,2.38091
42685479,Paris,Reuilly,Entire place,135,48.83933,2.40443
44238156,Paris,Opera,Entire place,89,48.87934,2.33362
7785405,Paris,Luxembourg,Entire place,350,48.85205,2.33208
9836524,Paris,Passy,Entire place,145,48.87872,2.26551
18220938,Paris,Palais-Bourbon,Entire place,250,48.85394,2.29683
31792044,Paris,Popincourt,Entire place,120,48.85133,2.39053
36169010,Paris,Bourse,Entire place,200,48.87019,2.34631
45151089,Paris,Buttes-Montmartre,Entire place,168,48.88965,2.33953
2069926,Paris,Luxembourg,Entire place,78,48.85338,2.33679
2190532,Paris,Hotel-de-Ville,Entire place,119,48.85861,2.35516
10102527,Paris,Opera,Entire place,60,48.87683,2.34544
19088629,Paris,Popincourt,Entire place,53,48.85964,2.38152
28143761,Paris,Palais-Bourbon,Entire place,43,48.85088,2.32447
36495868,Paris,Buttes-Montmartre,Entire place,75,48.89287,2.33734
8857098,Paris,Gobelins,Entire place,80,48.83633,2.36044
9375565,Paris,Enclos-St-Laurent,Entire place,110,48.88019,2.35047
11382221,Paris,Hotel-de-Ville,Entire place,165,48.85017,2.36591
11674486,Paris,Vaugirard,Entire place,105,48.8324,2.28177
18174909,Paris,Vaugirard,Entire place,80,48.85219,2.28702
18985577,Paris,Elysee,Entire place,267,48.86572,2.30662
19222664,Paris,Luxembourg,Entire place,175,48.84764,2.31973
21890902,Paris,Observatoire,Entire place,90,48.84026,2.33102
34781061,Paris,Passy,Entire place,170,48.84724,2.2589
44982918,Paris,Louvre,Entire place,58,48.86476,2.33759
45807478,Paris,Pantheon,Entire place,115,48.8523,2.34611
7141676,Paris,Batignolles-Monceau,Entire place,62,48.87767,2.29619
10377915,Paris,Enclos-St-Laurent,Entire place,110,48.8704,2.35768
15341692,Paris,Hotel-de-Ville,Entire place,96,48.86061,2.35426
26782569,Paris,Menilmontant,Entire place,70,48.86799,2.39484
29237965,Paris,Observatoire,Entire place,85,48.83985,2.32569
31557222,Paris,Buttes-Montmartre,Entire place,90,48.88338,2.33759
32743089,Paris,Temple,Entire place,120,48.86419,2.36378
32805766,Paris,Enclos-St-Laurent,Entire place,115,48.86954,2.35588
43485645,Paris,Buttes-Chaumont,Entire place,119,48.88819,2.39065
28059794,Paris,Vaugirard,Entire place,100,48.84442,2.31807
35507414,Paris,Vaugirard,Entire place,130,48.84792,2.30286
38233921,Paris,Vaugirard,Entire place,55,48.84382,2.3087
46887746,Paris,Passy,Entire place,230,48.86524,2.27516
47024723,Paris,Pantheon,Entire place,78,48.8471,2.34751
47188873,Paris,Opera,Entire place,100,48.87584,2.3345
47437376,Paris,Buttes-Chaumont,Entire place,65,48.87727,2.4063
21257095,Paris,Buttes-Montmartre,Entire place,32,48.89254,2.34597
26314660,Paris,Gobelins,Entire place,56,48.82389,2.34725
31385897,Paris,Pantheon,Entire place,80,48.84242,2.35149
39833922,Paris,Vaugirard,Entire place,58,48.84542,2.27603
42707165,Paris,Luxembourg,Entire place,100,48.84563,2.32487
43484462,Paris,Hotel-de-Ville,Entire place,130,48.85734,2.35904
2272120,Paris,Batignolles-Monceau,Entire place,108,48.87938,2.30079
5233614,Paris,Vaugirard,Entire place,105,48.8412,2.28263
24808174,Paris,Temple,Entire place,210,48.86481,2.36297
32490723,Paris,Passy,Entire place,260,48.87445,2.29272
45097125,Paris,Temple,Entire place,120,48.8681,2.35681
47701394,Paris,Bourse,Entire place,47,48.86991,2.33158
2093251,Paris,Popincourt,Entire place,379,48.85312,2.38908
4675534,Paris,Opera,Entire place,50,48.8784,2.3461
6251666,Paris,Batignolles-Monceau,Entire place,150,48.88639,2.30476
7714614,Paris,Buttes-Montmartre,Entire place,88,48.88796,2.32862
10622828,Paris,Pantheon,Entire place,150,48.83824,2.34906
13796951,Paris,Temple,Entire place,50,48.86313,2.36636
17541176,Paris,Batignolles-Monceau,Entire place,107,48.89136,2.32207
17817329,Paris,Gobelins,Entire place,40,48.83331,2.3454
18405077,Paris,Observatoire,Entire place,150,48.84019,2.33479
19550178,Paris,Enclos-St-Laurent,Entire place,250,48.87957,2.35541
25284848,Paris,Buttes-Montmartre,Entire place,152,48.8901,2.34684
30329790,Paris,Popincourt,Entire place,101,48.85124,2.38114
30762526,Paris,Popincourt,Entire place,84,48.87024,2.37299
33587562,Paris,Menilmontant,Entire place,70,48.87007,2.39869
33842902,Paris,Menilmontant,Entire place,70,48.87453,2.39492
35506332,Paris,Passy,Entire place,100,48.84734,2.27152
35534428,Paris,Enclos-St-Laurent,Entire place,121,48.87871,2.36541
40270898,Paris,Palais-Bourbon,Entire place,69,48.86071,2.30554
41451489,Paris,Passy,Entire place,94,48.87566,2.28565
42167911,Paris,Enclos-St-Laurent,Entire place,100,48.87454,2.35744
42396009,Paris,Buttes-Montmartre,Entire place,57,48.88873,2.35783
42509213,Paris,Popincourt,Entire place,63,48.85296,2.38546
42892996,Paris,Menilmontant,Entire place,50,48.85783,2.39595
42921147,Paris,Buttes-Montmartre,Entire place,64,48.88421,2.3419
43346088,Paris,Popincourt,Entire place,55,48.85214,2.37863
43481696,Paris,Enclos-St-Laurent,Entire place,224,48.87716,2.37003
43505492,Paris,Reuilly,Entire place,60,48.84365,2.40662
43645843,Paris,Hotel-de-Ville,Entire place,65,48.86001,2.35441
43720066,Paris,Batignolles-Monceau,Entire place,62,48.88362,2.3272
43827607,Paris,Opera,Entire place,86,48.87582,2.33449
44554540,Paris,Buttes-Chaumont,Entire place,75,48.88624,2.38617
899839,Paris,Temple,Entire place,190,48.85882,2.36338
2750782,Paris,Passy,Entire place,300,48.85731,2.28089
3838809,Paris,Vaugirard,Entire place,70,48.84528,2.31954
11092168,Paris,Observatoire,Entire place,159,48.82845,2.32847
12420214,Paris,Elysee,Entire place,89,48.87417,2.3085
13037415,Paris,Hotel-de-Ville,Entire place,100,48.85423,2.35409
14423630,Paris,Buttes-Chaumont,Entire place,440,48.89854,2.38684
20181243,Paris,Bourse,Entire place,41,48.86766,2.34751
20355127,Paris,Passy,Entire place,90,48.85151,2.26919
21183558,Paris,Buttes-Montmartre,Entire place,140,48.88868,2.35045
23914143,Paris,Bourse,Entire place,45,48.86518,2.34961
24755048,Paris,Temple,Entire place,42,48.86007,2.36451
25216867,Paris,Popincourt,Entire place,50,48.85399,2.38917
26111743,Paris,Buttes-Montmartre,Entire place,95,48.88372,2.34057
28171454,Paris,Batignolles-Monceau,Entire place,131,48.87915,2.29709
29125019,Paris,Buttes-Montmartre,Entire place,34,48.8894,2.33912
39595555,Paris,Temple,Entire place,75,48.86298,2.35882
44162820,Paris,Temple,Entire place,40,48.86385,2.36076
44933061,Paris,Popincourt,Entire place,80,48.86892,2.37857
46068818,Paris,Batignolles-Monceau,Entire place,85,48.87758,2.29546
47258293,Paris,Popincourt,Entire place,70,48.86954,2.3731
862983,Paris,Temple,Entire place,400,48.86155,2.35486
2159139,Paris,Temple,Entire place,72,48.86765,2.35783
2956549,Paris,Passy,Entire place,70,48.83778,2.25956
3055086,Paris,Hotel-de-Ville,Entire place,180,48.85127,2.36329
3252171,Paris,Reuilly,Entire place,150,48.84597,2.38126
4739664,Paris,Hotel-de-Ville,Entire place,170,48.85674,2.36136
4939564,Paris,Buttes-Chaumont,Entire place,45,48.88634,2.36881
4975182,Paris,Enclos-St-Laurent,Entire place,71,48.87294,2.36115
5193834,Paris,Elysee,Entire place,82,48.87483,2.30694
6097864,Paris,Batignolles-Monceau,Entire place,120,48.88444,2.31651
6907123,Paris,Hotel-de-Ville,Entire place,136,48.84787,2.36527
7281707,Paris,Passy,Entire place,160,48.84755,2.26568
7337703,Paris,Buttes-Montmartre,Entire place,25,48.88479,2.35238
7615115,Paris,Palais-Bourbon,Entire place,80,48.85281,2.32876
11316744,Paris,Passy,Entire place,350,48.86279,2.28388
12182220,Paris,Vaugirard,Entire place,160,48.85101,2.29637
12593463,Paris,Elysee,Entire place,70,48.87422,2.30054
13103377,Paris,Opera,Entire place,320,48.88144,2.33506
13188380,Paris,Pantheon,Entire place,85,48.83979,2.35123
13762212,Paris,Batignolles-Monceau,Entire place,290,48.88761,2.299
15491831,Paris,Buttes-Chaumont,Entire place,150,48.87851,2.37633
15703708,Paris,Vaugirard,Entire place,130,48.83871,2.29614
21011753,Paris,Batignolles-Monceau,Entire place,448,48.8836,2.29896
21635133,Paris,Gobelins,Entire place,57,48.83441,2.36076
23416989,Paris,Buttes-Montmartre,Entire place,65,48.89282,2.33769
23562829,Paris,Buttes-Montmartre,Entire place,120,48.89046,2.35158
24285065,Paris,Passy,Entire place,350,48.8694,2.29151
24496094,Paris,Popincourt,Entire place,35,48.8606,2.38239
25068926,Paris,Passy,Entire place,150,48.84881,2.27426
25385931,Paris,Popincourt,Entire place,250,48.85156,2.37654
25707788,Paris,Vaugirard,Entire place,999,48.85229,2.29448
25851278,Paris,Observatoire,Entire place,134,48.83156,2.33789
26046052,Paris,Enclos-St-Laurent,Entire place,75,48.87055,2.3726
26645733,Paris,Buttes-Montmartre,Entire place,150,48.89672,2.33629
26769820,Paris,Buttes-Montmartre,Entire place,52,48.89778,2.34451
27223777,Paris,Buttes-Montmartre,Entire place,150,48.88687,2.35277
27362954,Paris,Buttes-Montmartre,Entire place,120,48.89078,2.33419
28557870,Paris,Buttes-Montmartre,Entire place,120,48.88573,2.32917
29416874,Paris,Buttes-Montmartre,Entire place,63,48.88499,2.32889
29620185,Paris,Buttes-Chaumont,Entire place,130,48.877,2.38599
29773523,Paris,Temple,Entire place,210,48.86132,2.36463
29814060,Paris,Elysee,Entire place,500,48.86996,2.31143
30858454,Paris,Enclos-St-Laurent,Entire place,170,48.88061,2.35268
31067220,Paris,Pantheon,Entire place,265,48.83903,2.3526
31083934,Paris,Enclos-St-Laurent,Entire place,116,48.87021,2.35927
31134147,Paris,Menilmontant,Entire place,64,48.86933,2.38857
31488252,Paris,Buttes-Chaumont,Entire place,123,48.88488,2.3908
32464692,Paris,Pantheon,Entire place,170,48.84896,2.35527
33212123,Paris,Luxembourg,Entire place,250,48.85331,2.33745
33237430,Paris,Menilmontant,Entire place,90,48.85489,2.40064
33388514,Paris,Menilmontant,Entire place,124,48.87449,2.39572
33729560,Paris,Opera,Entire place,120,48.87408,2.34614
34020582,Paris,Buttes-Montmartre,Entire place,150,48.88613,2.35194
34212959,Paris,Reuilly,Entire place,75,48.84701,2.38658
35348463,Paris,Elysee,Entire place,130,48.8705,2.30977
35935747,Paris,Buttes-Chaumont,Entire place,43,48.89165,2.3764
36134042,Paris,Menilmontant,Entire place,28,48.86971,2.39095
36400728,Paris,Batignolles-Monceau,Entire place,278,48.88489,2.30579
36541016,Paris,Menilmontant,Entire place,68,48.86873,2.39547
36763939,Paris,Buttes-Montmartre,Entire place,35,48.89136,2.32974
37067434,Paris,Passy,Entire place,129,48.86545,2.29024
37068701,Paris,Passy,Entire place,139,48.86495,2.28993
37511878,Paris,Buttes-Chaumont,Entire place,38,48.8831,2.38865
39262385,Paris,Passy,Entire place,90,48.83929,2.26338
39391690,Paris,Popincourt,Entire place,100,48.8663,2.37756
39912197,Paris,Popincourt,Entire place,63,48.86151,2.38381
41627823,Paris,Temple,Entire place,295,48.8651,2.35353
41727605,Paris,Buttes-Montmartre,Entire place,33,48.89443,2.33281
41901694,Paris,Buttes-Montmartre,Entire place,69,48.88366,2.34617
42017178,Paris,Enclos-St-Laurent,Entire place,52,48.8725,2.37328
42053365,Paris,Popincourt,Entire place,200,48.85543,2.37139
42444091,Paris,Buttes-Montmartre,Entire place,125,48.89349,2.33808
42920072,Paris,Enclos-St-Laurent,Entire place,65,48.87065,2.36673
42933833,Paris,Buttes-Montmartre,Entire place,29,48.89255,2.33357
43991298,Paris,Buttes-Montmartre,Entire place,80,48.89312,2.36335
44042488,Paris,Reuilly,Entire place,73,48.84756,2.37755
44137229,Paris,Passy,Entire place,30,48.87349,2.28553
44166061,Paris,Buttes-Montmartre,Entire place,65,48.88612,2.35595
44204329,Paris,Buttes-Montmartre,Entire place,155,48.88966,2.3431
44298290,Paris,Popincourt,Entire place,52,48.86989,2.37846
44384560,Paris,Opera,Entire place,54,48.88092,2.33513
44408718,Paris,Enclos-St-Laurent,Entire place,200,48.88211,2.35937
44698505,Paris,Opera,Entire place,110,48.87752,2.33147
45307364,Paris,Hotel-de-Ville,Entire place,189,48.84976,2.3644
46370623,Paris,Batignolles-Monceau,Entire place,100,48.88706,2.32066
46576662,Paris,Buttes-Montmartre,Entire place,35,48.89252,2.36129
46668683,Paris,Popincourt,Entire place,39,48.85704,2.38483
46707857,Paris,Buttes-Montmartre,Entire place,66,48.89225,2.34413
46845872,Paris,Batignolles-Monceau,Entire place,110,48.88736,2.31742
47002574,Paris,Popincourt,Entire place,80,48.85707,2.38783
47500723,Paris,Enclos-St-Laurent,Entire place,58,48.87226,2.35198
47812103,Paris,Hotel-de-Ville,Entire place,99,48.85289,2.36357
26672666,Paris,Buttes-Montmartre,Entire place,220,48.89294,2.34878
31478964,Paris,Buttes-Chaumont,Entire place,48,48.87786,2.40078
40357789,Paris,Buttes-Montmartre,Entire place,145,48.8891,2.35499
778555,Paris,Enclos-St-Laurent,Entire place,104,48.88237,2.36819
1002703,Paris,Buttes-Montmartre,Entire place,110,48.8903,2.34388
1410402,Paris,Louvre,Entire place,79,48.86467,2.33626
5009715,Paris,Menilmontant,Entire place,70,48.85456,2.40202
5628407,Paris,Bourse,Entire place,56,48.86965,2.3436
5675827,Paris,Palais-Bourbon,Entire place,100,48.85477,2.32433
7155343,Paris,Passy,Entire place,187,48.86595,2.28927
7646426,Paris,Popincourt,Entire place,199,48.86855,2.36965
9472650,Paris,Batignolles-Monceau,Entire place,168,48.88803,2.32172
10878700,Paris,Hotel-de-Ville,Entire place,99,48.85523,2.36627
13582697,Paris,Menilmontant,Entire place,45,48.85576,2.4096
14485610,Paris,Reuilly,Entire place,170,48.84783,2.36842
15764187,Paris,Buttes-Chaumont,Entire place,187,48.87701,2.37865
17414272,Paris,Enclos-St-Laurent,Entire place,380,48.87642,2.36364
19385270,Paris,Popincourt,Entire place,85,48.85683,2.37176
21216654,Paris,Observatoire,Entire place,59,48.8311,2.33035
23300817,Paris,Gobelins,Entire place,70,48.82693,2.37392
24391809,Paris,Popincourt,Entire place,75,48.86997,2.37487
26807110,Paris,Reuilly,Entire place,149,48.84948,2.37562
26907904,Paris,Hotel-de-Ville,Entire place,93,48.85652,2.35921
27200253,Paris,Temple,Entire place,499,48.86262,2.36093
27433787,Paris,Vaugirard,Entire place,152,48.84799,2.29799
27594569,Paris,Gobelins,Entire place,99,48.83673,2.35823
27798856,Paris,Popincourt,Entire place,67,48.86191,2.36965
29091453,Paris,Pantheon,Entire place,170,48.84028,2.35086
30033994,Paris,Menilmontant,Entire place,70,48.87258,2.39066
30173739,Paris,Popincourt,Entire place,185,48.85191,2.37428
30588242,Paris,Buttes-Montmartre,Entire place,65,48.89225,2.34022
30690473,Paris,Vaugirard,Entire place,200,48.84497,2.29776
31376624,Paris,Batignolles-Monceau,Entire place,63,48.89303,2.3188
31623202,Paris,Enclos-St-Laurent,Entire place,150,48.87355,2.37231
32467375,Paris,Bourse,Entire place,100,48.86584,2.34978
33157734,Paris,Opera,Entire place,150,48.87485,2.336
33304149,Paris,Hotel-de-Ville,Entire place,195,48.85499,2.36353
33371500,Paris,Buttes-Montmartre,Entire place,65,48.89282,2.33955
34006937,Paris,Menilmontant,Entire place,57,48.87351,2.38884
34803645,Paris,Buttes-Chaumont,Entire place,39,48.88941,2.37514
34830963,Paris,Opera,Entire place,90,48.88017,2.34561
35020525,Paris,Buttes-Montmartre,Entire place,65,48.8863,2.36077
35150783,Paris,Passy,Entire place,55,48.84289,2.27055
35725455,Paris,Buttes-Montmartre,Entire place,160,48.89093,2.34113
35990332,Paris,Pantheon,Entire place,68,48.84553,2.34804
36378670,Paris,Batignolles-Monceau,Entire place,263,48.88718,2.32285
37314111,Paris,Hotel-de-Ville,Entire place,90,48.86026,2.3548
37344100,Paris,Hotel-de-Ville,Entire place,75,48.8541,2.35321
38952379,Paris,Gobelins,Entire place,302,48.83443,2.37487
39460083,Paris,Temple,Entire place,69,48.86304,2.3623
39616802,Paris,Hotel-de-Ville,Entire place,80,48.8567,2.35743
39830958,Paris,Gobelins,Entire place,82,48.82357,2.35785
41542594,Paris,Reuilly,Entire place,69,48.84991,2.37243
41575081,Paris,Reuilly,Entire place,53,48.83811,2.39883
41637878,Paris,Popincourt,Entire place,67,48.85891,2.37742
42581206,Paris,Vaugirard,Entire place,64,48.83552,2.30521
42600374,Paris,Enclos-St-Laurent,Entire place,188,48.88054,2.35047
43102333,Paris,Buttes-Montmartre,Entire place,69,48.88895,2.35102
43841014,Paris,Batignolles-Monceau,Entire place,50,48.87543,2.294
43923313,Paris,Menilmontant,Entire place,42,48.85439,2.40908
43996441,Paris,Popincourt,Entire place,65,48.87051,2.37339
44023861,Paris,Luxembourg,Entire place,51,48.85249,2.3302
44040805,Paris,Batignolles-Monceau,Entire place,75,48.88376,2.29374
44113549,Paris,Louvre,Entire place,78,48.86332,2.34483
44162946,Paris,Temple,Entire place,57,48.85672,2.36638
44207906,Paris,Opera,Entire place,43,48.87929,2.34243
45985872,Paris,Vaugirard,Entire place,380,48.84701,2.31057
557051,Paris,Hotel-de-Ville,Entire place,149,48.86029,2.35373
1008383,Paris,Passy,Entire place,213,48.858,2.27494
1712837,Paris,Gobelins,Entire place,90,48.82781,2.35024
1780833,Paris,Temple,Entire place,95,48.86729,2.35341
1831070,Paris,Buttes-Montmartre,Entire place,105,48.8874,2.34947
2014895,Paris,Batignolles-Monceau,Entire place,275,48.87566,2.29574
2240253,Paris,Enclos-St-Laurent,Entire place,142,48.87832,2.35575
2672598,Paris,Temple,Entire place,54,48.85703,2.36412
3635287,Paris,Popincourt,Entire place,52,48.86882,2.37859
4214274,Paris,Temple,Entire place,56,48.86537,2.35452
4507287,Paris,Temple,Entire place,279,48.8618,2.36163
6285946,Paris,Popincourt,Entire place,49,48.86868,2.3749
6383940,Paris,Temple,Entire place,40,48.86382,2.3534
6841406,Paris,Buttes-Chaumont,Entire place,69,48.88898,2.37633
7503850,Paris,Batignolles-Monceau,Entire place,90,48.87732,2.28878
7844501,Paris,Bourse,Entire place,60,48.86803,2.34885
9338141,Paris,Popincourt,Entire place,75,48.85762,2.37845
9842026,Paris,Buttes-Montmartre,Entire place,87,48.88637,2.35859
10110138,Paris,Buttes-Montmartre,Entire place,40,48.88769,2.35497
11467646,Paris,Pantheon,Entire place,300,48.85118,2.34952
12196093,Paris,Hotel-de-Ville,Entire place,119,48.85756,2.35391
12359840,Paris,Enclos-St-Laurent,Entire place,110,48.87931,2.35905
14070789,Paris,Hotel-de-Ville,Entire place,119,48.85768,2.35423
14609499,Paris,Buttes-Chaumont,Entire place,77,48.88885,2.3893
14777138,Paris,Observatoire,Entire place,42,48.82905,2.32622
16109413,Paris,Observatoire,Entire place,370,48.8384,2.3355
17559202,Paris,Vaugirard,Entire place,58,48.8335,2.3076
17708541,Paris,Elysee,Entire place,79,48.87264,2.30894
17747787,Paris,Batignolles-Monceau,Entire place,30,48.89437,2.32619
18028290,Paris,Batignolles-Monceau,Entire place,65,48.87831,2.29162
18495744,Paris,Palais-Bourbon,Entire place,195,48.85564,2.30336
19042732,Paris,Pantheon,Entire place,150,48.84811,2.34807
19631561,Paris,Louvre,Entire place,254,48.86165,2.34515
19660315,Paris,Buttes-Montmartre,Entire place,55,48.89491,2.32977
20031427,Paris,Menilmontant,Entire place,120,48.85862,2.40793
20054803,Paris,Pantheon,Entire place,47,48.84686,2.35047
20879260,Paris,Enclos-St-Laurent,Entire place,71,48.87801,2.36346
21661529,Paris,Bourse,Entire place,38,48.86647,2.35205
21666446,Paris,Luxembourg,Entire place,62,48.84637,2.32017
23729638,Paris,Bourse,Entire place,110,48.86601,2.342
26103154,Paris,Batignolles-Monceau,Entire place,41,48.88923,2.32357
28304697,Paris,Menilmontant,Entire place,80,48.86046,2.40118
28596883,Paris,Pantheon,Entire place,150,48.84147,2.34501
29853084,Paris,Buttes-Chaumont,Entire place,80,48.87714,2.39747
30314984,Paris,Batignolles-Monceau,Entire place,190,48.88123,2.28597
30517696,Paris,Vaugirard,Entire place,38,48.8414,2.30994
31081280,Paris,Palais-Bourbon,Entire place,200,48.86203,2.30766
31323880,Paris,Buttes-Montmartre,Entire place,150,48.89348,2.32804
31558057,Paris,Batignolles-Monceau,Entire place,75,48.87852,2.29199
33242946,Paris,Menilmontant,Entire place,95,48.86633,2.39767
33490233,Paris,Palais-Bourbon,Entire place,345,48.84919,2.31133
34795928,Paris,Buttes-Chaumont,Entire place,40,48.88944,2.38772
35818025,Paris,Passy,Entire place,50,48.8392,2.25964
37377767,Paris,Palais-Bourbon,Entire place,69,48.85675,2.30352
37480690,Paris,Elysee,Entire place,59,48.87158,2.30312
37764595,Paris,Popincourt,Entire place,45,48.84998,2.39131
38563696,Paris,Buttes-Chaumont,Entire place,53,48.8804,2.37276
39648802,Paris,Batignolles-Monceau,Entire place,120,48.89076,2.31799
39709485,Paris,Opera,Entire place,60,48.87705,2.34285
39728735,Paris,Reuilly,Entire place,60,48.8515,2.37329
42093202,Paris,Hotel-de-Ville,Entire place,34,48.85457,2.36705
42823421,Paris,Temple,Entire place,50,48.86329,2.36486
42992263,Paris,Buttes-Montmartre,Entire place,62,48.894,2.33251
43994921,Paris,Menilmontant,Entire place,135,48.8686,2.40834
44192753,Paris,Enclos-St-Laurent,Entire place,55,48.87169,2.37312
44236933,Paris,Bourse,Entire place,83,48.86751,2.34823
44453747,Paris,Temple,Entire place,62,48.85746,2.36793
44525865,Paris,Popincourt,Entire place,88,48.85014,2.38991
404717,Paris,Menilmontant,Entire place,130,48.86785,2.38293
764638,Paris,Buttes-Chaumont,Entire place,102,48.87516,2.3804
1184291,Paris,Enclos-St-Laurent,Entire place,76,48.87347,2.37444
1297307,Paris,Enclos-St-Laurent,Entire place,157,48.87367,2.35347
1311435,Paris,Pantheon,Entire place,172,48.83902,2.3457
1750613,Paris,Passy,Entire place,320,48.83949,2.25828
2063284,Paris,Popincourt,Entire place,70,48.86644,2.37979
2289322,Paris,Buttes-Montmartre,Entire place,110,48.88805,2.35885
2358001,Paris,Menilmontant,Entire place,210,48.87354,2.3859
2931053,Paris,Buttes-Montmartre,Entire place,84,48.89642,2.32885
3030915,Paris,Bourse,Entire place,100,48.86624,2.35246
3221697,Paris,Observatoire,Entire place,190,48.82728,2.3146
3226890,Paris,Buttes-Chaumont,Entire place,130,48.87726,2.38879
3419929,Paris,Buttes-Montmartre,Entire place,79,48.89512,2.34863
3934979,Paris,Reuilly,Entire place,50,48.83495,2.3998
4190084,Paris,Menilmontant,Entire place,80,48.86958,2.38278
